,UserID,CourseCategory,TimeSpentOnCourse,NumberOfVideosWatched,NumberOfQuizzesTaken,QuizScores,CompletionRate,DeviceType,CourseCompletion
36,2263,Health,30.33845961117749,11,10,85.91852407206679,94.5492986171422,0,1
37,8788,Arts,55.99522788037752,19,7,89.28612560657936,12.969146318848887,0,0
38,4546,Arts,26.021524206096856,7,8,81.67770398732854,33.32047026777094,0,1
39,6675,Arts,46.16776436128021,20,5,57.51320694226913,67.48314094068168,0,1
40,4345,Arts,14.964920149737411,9,6,96.20605086239355,35.90245247288345,0,0
41,7918,Science,23.371860080863165,12,1,74.71747173615051,60.72715873028089,1,1
42,3267,Science,35.09837657550164,13,6,53.80004944829931,42.34052102368495,1,0
43,4926,Business,74.53035551256862,2,7,79.58932418252478,79.92665079525295,1,1
44,3405,Programming,90.28199332772544,19,3,85.757982927004,47.14835242341192,0,0
45,99,Business,96.42768519524566,7,0,70.18434249993251,15.54444396051926,1,0
46,911,Science,11.445850993718908,6,8,82.99278190747742,55.47063348875232,1,0
47,8895,Health,21.12566598815966,7,10,67.06323236445888,5.094871160295811,1,1
48,2218,Business,94.96213323193646,13,8,96.74738134978736,80.8161152568603,1,1
49,3435,Science,87.24751758868146,0,9,60.12098346303216,5.944659811055053,1,0
50,3763,Programming,20.012157362341405,1,2,66.3330807982308,43.60312452908891,0,0
51,4190,Health,76.08711898360353,16,10,69.87188422800713,5.123885111849413,1,0
52,8217,Programming,89.88527688054053,2,3,89.94464524289667,78.47655174140448,1,0
53,3823,Science,36.58505759204168,13,7,78.47425985306087,85.52357567109635,0,1
54,3275,Health,68.0311152231597,13,0,96.94199526194949,5.1013744565620245,0,0
55,2106,Arts,3.34791967027327,8,4,96.54886729714607,27.991879727057057,1,0
56,7257,Arts,9.739541103872536,15,1,70.99381544683521,61.79129346746699,0,0
57,8001,Programming,31.21067472319168,4,8,72.95086263740637,94.8652576426956,0,1
58,3399,Programming,84.69650096837621,15,7,90.25993654537126,44.68531007614127,1,1
59,3108,Arts,41.54232954759268,7,2,59.47520889482437,93.94135862944825,0,0
60,8761,Arts,3.52919271103881,13,9,85.73436748006172,5.514118167504456,0,1
61,8781,Arts,32.63535722496225,10,4,74.75876252080349,70.11965165777208,1,1
62,722,Arts,49.57074401392171,10,10,77.69134096892444,18.701011306557454,0,1
63,3062,Business,80.15828576609829,2,5,79.2052751471904,19.13323340332496,1,0
64,3097,Arts,45.68233579025563,12,10,91.99174290445994,78.9148654932726,0,1
65,8491,Programming,38.49037566996723,17,8,63.13736293025264,78.86536604091218,0,0
66,6314,Arts,53.58868062990964,0,3,51.604869763345455,47.47055356057127,1,0
67,6438,Health,56.17716140693022,9,8,97.27643294899131,32.06852075725271,1,1
68,6829,Science,9.858359915259324,8,9,60.66942413444698,25.490091204083157,1,0
69,5191,Health,5.971099024299701,14,9,60.650799169906406,38.471446170986056,1,0
70,4114,Programming,94.78114798588702,14,4,87.78225140011364,15.985817563272652,0,1
71,8979,Programming,56.227531063889344,18,0,96.62762883560018,64.02928474191076,1,1
72,7288,Health,96.932283386797,2,4,59.31723336318424,27.12688424166274,1,0
73,558,Health,53.218189908451485,3,7,97.00846595291436,93.15020403256344,1,1
74,6635,Science,27.8746056390781,20,9,89.02223857909608,28.45747766359976,0,1
75,993,Science,36.95572324790628,7,4,70.54541633714291,12.21204793660876,1,1
76,2822,Programming,13.336806563044597,18,1,77.6143296891323,36.65234427163578,1,0
77,1242,Health,14.218039583929135,18,10,91.70042042457573,69.64615576728983,0,1
78,6073,Business,67.7494196011917,7,4,52.168926453753,66.05835423911273,0,1
79,6017,Health,95.93155587967532,12,5,52.04329207292744,59.76003664322449,0,0
80,6123,Health,22.773497069227545,5,2,65.4381647257423,76.96820347037485,1,0
81,4506,Business,53.87606731850069,11,7,87.50740175850824,95.55933224544798,1,1
82,4899,Health,42.09273477177211,9,2,75.59385542726584,43.52847751132492,1,0
83,8938,Health,40.398077268066366,7,4,53.40800298234453,48.79359049157362,1,1
84,4891,Health,65.0337603745606,19,7,74.62656494021554,35.4340401666406,0,1
85,7310,Business,2.346835149616159,4,2,88.32572285678341,61.32818909542181,0,0
86,4045,Science,67.1254398101185,3,10,60.79363236403076,67.46767278561448,1,0
87,2277,Health,32.551028471254334,4,7,50.52054933062579,26.335472838207902,1,0
88,6089,Health,33.221429878985646,10,0,71.02668603641426,69.55960060287876,1,1
89,3329,Health,3.608385887197843,12,6,73.87502611171486,71.4711334471692,0,1
90,3523,Health,81.137847751928,9,4,52.5479188384228,71.03879989153981,1,1
91,2174,Arts,75.48784291822726,1,5,51.793778258704506,24.74935070651185,1,0
92,5297,Arts,60.93463682338108,20,9,81.58560513375862,29.00188364857853,1,1
93,5485,Science,1.776647202821696,11,7,50.780573331359264,59.4793471672893,0,0
94,1181,Business,55.29169273744926,19,2,81.43226203068515,79.31814212891162,1,1
95,1484,Programming,54.17976283879886,9,2,73.66606452746696,35.7469591802418,1,0
96,2556,Programming,19.430338538860955,18,6,63.9813173841432,51.22714861350365,1,0
97,3106,Health,36.685839885776296,9,3,97.017835723286,79.00436169083594,0,1
98,4135,Health,15.086335642482648,18,2,77.47082149010794,86.6319592006087,1,0
99,7417,Health,9.880230403817208,2,5,52.14262839320924,42.92665417639105,0,0
100,7376,Health,57.10007792126629,16,1,98.43352614008884,95.64807029994114,0,1
101,5110,Business,22.17836417947205,0,9,68.00077698333658,88.49886056707629,0,0
102,4069,Health,87.55093579174928,9,0,86.94631148227096,89.25673969153371,0,1
103,7560,Health,16.895223265553852,14,9,68.57645327350014,48.34825924315631,0,0
104,5813,Arts,90.90507359950244,19,8,78.78184188120731,46.47547351933574,0,1
105,3596,Programming,48.76269556773064,17,4,67.40102537778354,41.64978118324392,1,0
106,7467,Business,64.2336174728836,19,7,96.1427774048847,6.182249654034178,1,1
107,8171,Arts,1.3345058340328149,8,5,89.37415887109415,49.23327199072878,1,0
108,2981,Arts,6.258941795701109,19,5,97.9582268698994,17.25951474329066,0,0
109,345,Business,24.681897715387656,4,10,76.06499391624814,30.62257034545801,1,0
110,6748,Health,18.13941847735042,0,0,62.81103980889195,82.11963631283035,1,0
111,1314,Programming,10.056812835035064,10,8,75.4104087518778,25.956530918507347,0,0
112,6719,Programming,84.14609769473014,15,5,73.70656958563228,62.54344521952093,1,1
113,5307,Arts,9.742959400639204,9,7,62.05238624899021,55.88842511336092,0,0
114,7593,Business,35.96228582597124,4,0,86.88619783111699,73.9792576500326,1,0
115,5817,Arts,3.440949514982396,0,6,87.17420880316594,49.40500868803226,0,0
116,6649,Science,25.470299714857244,0,9,51.52728968677454,72.11856514527716,1,0
117,4175,Health,15.344967271427256,6,8,90.62201201982948,63.37961430561173,0,1
118,7581,Business,54.18360976009397,20,6,65.73490412386319,65.10002248370924,0,1
119,2797,Programming,14.452728862631826,13,3,99.0132375051274,4.446850551911396,0,0
120,6528,Arts,94.65421714056572,4,10,67.77543537154133,3.4368232405588506,0,0
121,589,Science,9.684046530276468,18,0,61.66858157318342,38.78834401380908,0,0
122,318,Business,11.826234407838406,6,2,61.12123409860745,61.65013487721439,1,0
123,1051,Science,89.88178483281057,18,1,73.09700977504747,61.85231898492772,0,1
124,1849,Science,87.28302239010452,15,10,85.9452131673776,43.989207150781965,1,1
125,7463,Business,19.268970022927768,0,6,69.57944029756533,10.806673975007207,0,0
126,8890,Health,13.022818957109124,11,6,75.82772230082863,3.193659352528555,0,0
127,8208,Business,88.99990602599178,11,6,69.62323914564101,91.94907791430668,0,1
128,2446,Science,72.50880566404707,15,7,91.56188149358692,89.70828922039557,1,1
129,7874,Arts,15.187693591285456,8,5,51.38141496781508,52.16741693520286,0,0
130,5954,Business,17.9797867671542,6,2,67.17301884593982,71.79811032462091,0,0
131,282,Health,87.26202564168797,3,7,70.86462688673276,95.53449799797215,0,1
132,5126,Health,10.471202332393055,8,9,76.52730196967582,72.84725350098749,1,1
133,8522,Programming,29.24110253221175,6,10,76.85944197829933,33.770820881830744,0,1
134,2478,Business,29.445702989537292,7,6,85.18513763219013,26.15809961709488,0,1
135,8839,Science,34.17730240292625,20,6,98.48392741798904,69.34892468921299,0,1
136,5217,Business,26.820034292084856,8,4,84.1227064022452,72.65406916868662,1,1
137,2844,Programming,1.68880114302583,5,8,86.52103600402899,18.25010182418236,1,0
138,7584,Arts,52.14878567213167,2,7,88.28163858125463,79.30162112492182,0,1
139,3202,Arts,99.75386082052768,19,4,70.54991868410816,24.97061485849797,1,1
140,1157,Programming,46.99369367948536,0,7,62.524510949444775,57.054908474642495,0,0
141,3066,Business,83.31024557110081,4,1,93.29728091488354,95.83785631215684,0,0
142,7054,Business,52.25632505334176,9,0,86.32073431530327,46.52250129976818,1,0
143,3998,Health,84.48990313430181,0,9,96.16317483383284,84.77026050376995,0,1
144,4030,Programming,61.03931977881102,13,6,67.99691586063622,42.08148502477037,1,0
145,1963,Health,55.67000573721081,11,9,89.06386077005743,46.99548634486855,0,1
146,3738,Programming,1.5663722226544978,8,4,51.88603763462213,50.95618640651922,0,0
147,7945,Programming,89.5445955161506,15,2,98.24105898950305,94.66678069631789,0,1
148,8455,Arts,87.74610602003246,20,8,81.89673528609613,36.68965168913999,0,0
149,8214,Health,23.91222641587904,20,10,56.91001466740049,47.89633474805014,1,0
150,8149,Programming,74.868899878852,10,1,68.9028814238327,1.1746895223129994,1,0
151,7064,Programming,93.969049183815,20,7,83.4137733487016,87.83881742513633,0,1
152,2511,Business,82.1669466051735,14,2,96.60884974587046,40.20975129423328,0,0
153,6128,Programming,52.16325887437178,19,4,95.98129001977571,80.38279316053402,1,1
154,5403,Business,35.14402824314515,19,4,63.496014273245166,64.20498938858061,0,1
155,8091,Health,47.13434792094828,18,0,56.7867653791634,60.60176960592657,1,0
156,3260,Arts,64.5357650396601,14,9,87.73876955683595,93.15762948059138,0,1
157,4293,Health,4.179855850713633,15,6,64.8875384746979,20.90977296359089,1,0
158,4848,Health,40.62169045834231,12,9,88.8620351658578,9.453955461377006,1,1
159,5952,Business,11.388978852466996,9,9,73.4406909906941,39.978662791044094,0,0
160,6656,Science,4.439472446310367,8,10,98.49116689265024,20.70846545136995,1,0
161,7984,Programming,25.499305220632408,4,10,77.37668842546604,8.998963191982668,0,0
162,7837,Arts,21.112843798056684,2,4,84.67030688857676,93.70550941381522,0,1
163,4359,Arts,9.284417836522035,4,6,78.26216595438746,65.10731742262826,1,0
164,6898,Science,55.01186032779908,18,10,79.45224189908518,97.84185220555266,1,1
165,5090,Science,76.5756771656946,12,8,61.07108933851266,29.016247073068925,0,0
166,1481,Business,58.80196846349352,19,3,83.26468690952731,19.007688415660883,1,0
167,5336,Arts,20.943201682933587,1,3,67.4132755485814,39.68213969230292,1,0
168,3992,Arts,33.580492151161195,3,8,83.07007991059885,71.55146279627289,1,1
169,4137,Business,7.724694218059798,13,9,96.01446045061697,72.40334894690264,0,1
170,6422,Health,46.23256094326037,3,4,55.67439199764145,88.50579136569165,1,0
171,305,Arts,2.2637772252718387,17,9,94.0410334648175,93.38300222934068,0,1
172,3599,Arts,70.13301907011545,17,4,64.93440531649782,84.61031400809817,1,1
173,4412,Programming,64.31582881135381,2,1,50.11893008067853,55.0337827720627,1,0
174,4886,Business,13.264175964260629,1,6,99.89047277914742,53.35689123375985,0,0
175,8294,Programming,89.92764928380763,13,4,64.60157057111489,31.4971932407386,1,1
176,8186,Arts,40.43938989028363,10,6,75.39880616220685,46.788351120267926,1,1
177,1568,Business,60.3369916220883,10,6,74.76458656753562,94.36787885429892,1,1
178,901,Arts,68.90175123356,15,1,84.79200519299607,33.54557116098081,1,0
179,6549,Arts,75.06291387483361,5,2,54.71767736459012,20.181305587600207,1,0
180,7731,Arts,21.304281618637383,14,4,67.85519575591739,63.76383569039152,0,1
181,6351,Business,85.88406981842928,14,7,67.04892736996501,34.03748706200561,0,0
182,967,Programming,29.50007083014961,17,8,90.0641179243371,30.405649568933125,1,1
183,7769,Science,20.90726535219855,13,0,87.86807382679848,73.03273105093909,1,1
184,7962,Arts,77.30213291535003,2,5,60.511294232126986,10.461542637947518,0,0
185,5957,Science,21.04537784999662,8,8,54.64117838806955,46.41868399299827,1,0
186,8011,Arts,51.87187856764312,12,9,97.79603459297616,98.1304937721164,1,1
187,3035,Arts,17.55238960017957,17,3,56.60612619560328,55.87074126296901,1,0
188,8429,Programming,96.6948842341572,16,3,53.19100589266155,6.90697583599097,1,1
189,2424,Business,50.27789979708274,19,5,80.65378558585638,60.60168011369976,0,1
190,312,Arts,40.9610227548543,12,10,58.03086465996762,70.47871500043227,0,1
191,8402,Business,17.530413493582845,8,10,87.50647034590921,35.87914070340285,1,0
192,263,Health,89.77790844086671,0,4,95.51006417810171,7.20195123793469,1,0
193,6619,Business,26.03054453335096,19,5,72.35856893002477,73.9667399126054,1,1
194,7339,Business,75.95949591583944,10,8,89.0100800298086,99.75015533375888,0,1
195,5165,Business,50.54899461258477,17,0,96.67524825551548,98.22668880537591,0,1
196,8280,Science,98.87699893648724,19,1,74.2539050023157,17.378650187307965,0,0
197,4043,Arts,25.625583362827044,3,3,76.13125861382457,72.77790851215245,0,0
198,2177,Programming,85.77222767662947,7,4,85.61544429642566,23.62692095640257,0,1
199,5941,Business,44.20839148348817,15,5,88.9432813292398,98.49870694213776,0,1
200,8504,Business,31.20580983099613,7,3,94.27552187882809,86.19518798543506,1,1
201,2084,Science,24.977393309301075,5,10,87.38557626267573,83.44668050654933,0,1
202,931,Business,5.694147977868408,14,9,65.15376834168087,57.99243662687415,1,0
203,6806,Science,1.911361071673656,8,2,69.61580112317624,2.81354124824158,0,0
204,6044,Programming,32.034053703476054,12,1,74.90287009827692,51.17855493880601,0,0
205,1982,Science,17.741286141644498,2,1,80.59119755497976,15.681292947329084,0,0
206,3087,Health,9.31616973754194,6,8,51.99012097602919,21.762275540593237,1,0
207,1315,Health,51.87370764304513,6,9,55.68914986902414,7.336565938054019,1,0
208,2138,Programming,27.22175952354357,4,10,86.27103530577426,18.567148673432264,0,0
209,1957,Science,95.10860929451788,15,6,85.08620617537736,38.20289909337884,1,1
210,5874,Health,18.53002126967804,16,7,61.5450931986686,66.14472488754824,1,0
211,1833,Business,34.71701780469075,20,9,72.3618967889136,30.77451511814844,1,1
212,2331,Programming,92.9730676859633,16,9,82.01487518318757,89.10037963132255,0,1
213,260,Business,20.15127557318181,19,9,96.40301778252824,45.06465913472266,1,1
214,8284,Business,86.7750978229576,8,9,81.11635891459215,53.3306365640841,1,1
215,1427,Science,65.88293674688187,8,1,52.55827868057305,4.229916702820191,0,0
216,1541,Business,43.23259820438494,2,3,74.67740653685766,1.119061395617027,0,0
217,6610,Business,36.15818831626328,11,4,92.99504451915809,38.79256753735103,1,1
218,3242,Business,93.8607986804902,4,7,84.9478703502393,50.07656288003105,1,0
219,1075,Health,59.49632037445159,1,10,53.77946163513258,29.51732752715919,1,0
220,601,Arts,33.11938463487156,11,9,67.31472810141982,81.94937898564864,1,1
221,7037,Business,3.356798282575958,18,2,73.98281249937983,76.30678613498885,0,0
222,8875,Business,16.018954934885944,5,3,78.31546522828148,58.14768335421024,1,1
223,2515,Science,30.506209756344237,13,3,77.73009218893688,73.24874359053992,1,1
224,1030,Programming,93.75797613696083,11,5,73.43541497914916,11.832285155225698,0,1
225,5995,Business,19.671294195887608,2,4,95.23321460569063,37.35124070664491,1,0
226,6965,Arts,6.994673367884799,12,10,71.23054938911004,21.32907023759415,1,0
227,6811,Business,29.185098919867997,13,0,86.45694748476237,12.095744346586844,0,0
228,118,Arts,72.51497725564705,18,3,56.5111732759795,43.79468106321828,0,0
229,139,Business,53.13289931638914,10,2,85.42571276294193,71.81642457683691,0,1
230,5137,Science,72.24672863407444,13,8,79.65791476564921,87.40023281042775,1,1
231,2545,Science,27.91421194586566,12,2,62.74921795298175,44.7507492074815,1,0
232,3271,Science,97.31280386632396,13,5,67.49888417111893,10.238124194339647,0,0
233,116,Health,94.8940903986078,10,3,84.51899473146182,27.608672842124705,1,0
234,5656,Health,38.17422689084048,0,7,68.25789271326133,94.95314606862236,1,0
235,6993,Programming,47.79798296499262,16,6,99.45658031548152,72.3646022842546,1,1
236,804,Health,92.25094027571448,10,7,58.9871575793124,35.77520503273558,0,0
237,689,Programming,20.614943440534127,0,3,64.90926870443323,95.10628096842508,1,0
238,548,Business,55.85177996256086,8,9,95.50051605301778,22.944626993410555,1,1
239,1212,Arts,26.53601117190316,18,1,69.06431323729844,79.48989106144786,0,0
240,7656,Programming,63.38837133640267,6,6,78.20733735815587,36.03171920258424,0,1
241,5334,Programming,66.87507447118715,4,5,93.6114584867073,98.437621146655,0,1
242,4712,Science,72.10556150314714,12,8,91.65622690799164,4.445659843011873,1,1
243,8677,Arts,44.97174815893753,9,10,99.58943237206655,41.47876453072497,0,1
244,5682,Programming,34.08731404370523,20,8,50.56695291171948,51.3873248116503,0,0
245,8835,Science,7.052625371210137,15,10,58.74270038427077,61.23584171610206,1,1
246,2606,Arts,40.51182065618518,7,7,84.13661667109162,43.141739931961865,1,1
247,6566,Business,17.200542291464448,2,7,66.77819237505666,13.70781674983208,0,0
248,4009,Business,90.64140052160415,12,5,95.3946814243713,37.08997504932074,0,1
249,6495,Business,29.205953681134748,11,8,59.94863592874982,26.389538577120387,1,0
250,373,Business,5.621797170028102,2,6,67.8544748882983,38.95945439924871,0,0
251,8388,Health,53.19525040843919,19,4,92.03606429977054,99.02767116879038,1,1
252,5104,Arts,74.34012710854168,8,1,83.6747517343513,29.419810517269077,0,0
253,2615,Science,21.904645705760768,4,6,72.78852150289683,55.7168526535654,1,0
254,3273,Health,71.89325476650619,9,3,58.93807921820053,60.45784784843784,1,0
255,1589,Science,67.46543288078277,13,8,55.07779429753203,60.1334231177981,1,1
256,3577,Business,2.521258822737608,3,3,88.35124117829,42.316143260453,1,0
257,5392,Health,39.18750046208349,1,10,53.44504405492631,55.96779562290756,1,0
258,5568,Health,66.97623480074239,13,5,99.838976210468,25.091146752915023,1,1
259,4861,Science,54.845475952771466,6,8,59.34831530318564,40.965440746558144,1,0
260,6240,Science,4.680353516914952,11,0,75.96922505092694,37.56351059883871,1,0
261,7624,Arts,29.703772272575407,14,1,90.85540563383856,51.04807967433951,1,0
262,2685,Arts,56.49339588926032,7,4,84.4213026160467,14.091570976250669,1,1
263,8753,Business,88.05284426724094,8,7,92.2185560098548,26.86475055537253,1,1
264,4264,Business,50.08816307929838,2,7,82.25019297629314,83.64073321041747,1,1
265,5454,Science,36.517395179147634,11,2,60.5136766813182,83.12990345058597,0,0
266,6860,Programming,88.92961312745989,1,9,95.6782898136151,30.439877969056,1,0
267,1013,Health,15.77753325425548,13,9,70.736997823861,27.065683689045283,0,0
268,2681,Business,57.82219023266134,4,3,98.15023385652948,10.608243080344714,0,0
269,5690,Programming,52.4889038229776,16,3,62.17535079756498,82.75687695768455,0,0
270,684,Business,41.64175565079136,9,3,95.8894954855692,38.0898352391083,1,0
271,3620,Programming,82.11404147758725,1,7,84.58316153723598,0.8178706992683527,0,0
272,6880,Programming,67.59222520380474,4,5,94.58274533701312,31.42454953930985,0,0
273,1467,Health,60.8216920827056,19,9,59.43335415088936,10.76135614747109,0,0
274,4443,Programming,78.79243288898168,13,1,58.64519955347364,51.15574331724856,1,0
275,5943,Health,52.685283542595975,0,3,76.5487767453294,23.811752839589563,1,0
276,4292,Programming,67.53635467000025,3,4,78.37931924431625,74.7676996999029,1,1
277,924,Health,9.220837023208457,14,10,86.84137701138116,41.426327834121054,1,0
278,8139,Health,70.17396544668404,5,4,74.04774800258863,50.97493520925303,1,0
279,1739,Programming,77.91769245085959,15,0,83.86421622326522,8.983253916563793,1,0
280,8341,Business,72.72158190188976,5,5,72.18596247683395,44.31875408939061,1,0
281,5756,Science,63.567143069015415,10,10,63.309164764049726,12.83318260029005,0,0
282,7420,Business,82.09472513741159,3,0,58.63880748469572,37.96588710448074,0,0
283,6290,Business,36.74834985772623,13,5,78.96654033351574,22.96475666744733,1,1
284,3693,Health,96.98312580907668,9,2,54.92540481109469,55.34991383184398,1,0
285,509,Health,53.45768692630241,12,10,94.16400657560064,69.4385164354344,0,1
286,1514,Health,32.24970907125008,9,10,81.87908546437244,38.83697797561092,1,1
287,5880,Arts,99.88563789127848,17,5,77.34289963021425,26.268906752622268,1,1
288,6622,Arts,87.77207569564918,15,2,97.16171816333213,26.24624102500749,0,0
289,4084,Health,3.462712319445939,16,9,50.60346736292031,87.20039132290405,1,0
290,5155,Business,12.148107754891868,2,6,86.49536672495742,11.190001929607009,1,0
291,6288,Programming,97.5787761786714,1,4,60.99856243077068,77.50975577888833,1,0
292,6651,Programming,40.31809749434911,20,7,79.7115012574209,77.4131395527919,0,1
293,6853,Health,35.46145920327953,0,2,80.75678455834742,88.84636920215218,0,0
294,3766,Programming,3.5549096509318767,16,0,65.39407865302266,98.48378959075151,1,0
295,6577,Business,22.07881127482626,15,9,89.21920440859876,87.46896640735626,1,1
296,7121,Health,7.448586628418697,4,3,78.66814066549205,95.82665063990228,1,0
297,1889,Science,85.41394915707035,8,8,64.97135740634761,38.16133053517159,1,0
298,7446,Programming,77.98661439809122,19,0,69.96097706141649,98.30815423027856,1,0
299,2582,Health,22.94308414713836,8,9,56.33661911324496,47.15676644814424,1,0
300,8213,Programming,65.90026154431753,0,2,51.171577444451465,17.729675611124897,0,0
301,510,Programming,61.875398442126674,10,1,98.84298239064772,40.41541582269905,0,0
302,662,Business,16.670339349850707,1,3,62.727724637285945,99.1501438534984,0,0
303,7295,Business,90.68956576518886,9,9,67.71369819771175,83.6153679815257,1,1
304,5424,Business,69.85208481471867,9,4,55.32568170412193,27.451197504263423,1,0
305,7720,Business,10.193087821408604,17,3,71.38323183564901,37.717422549608216,1,0
306,2968,Health,4.1538194902977486,0,9,83.28947805160055,97.694894510792,0,0
307,4174,Arts,94.68458102163036,1,10,76.8268161657978,89.97905592418326,0,1
308,1468,Business,82.88865669433471,6,7,98.73495063542398,48.06154792611322,1,1
309,1757,Arts,98.025142354672,16,10,70.63144512577284,26.086152319100066,0,1
310,2320,Arts,35.49931960376988,10,2,58.39443278916002,50.72566095404491,0,0
311,2817,Science,81.76626425150423,6,7,84.17395034962118,10.50587566999982,0,1
312,5738,Science,55.72199731207364,15,1,74.14551091751481,29.150966172510262,0,0
313,2701,Programming,21.776603050633,11,0,74.3189033334026,96.87041926920575,0,1
314,8231,Programming,20.381736029900484,18,2,73.69603887438828,26.535504589117625,0,0
315,338,Science,83.85585545161774,8,8,93.99360852975464,35.979810659683494,1,1
316,2783,Business,35.59793783372993,2,4,67.4580704976022,26.96488074421417,0,0
317,8486,Programming,25.23636139712942,1,10,58.17643606957017,94.05862283227772,0,1
318,3639,Science,75.99347245903209,13,10,68.28745890507278,19.58635523057447,0,0
319,2120,Science,54.294310828981295,7,9,87.45634261562063,84.66464964769669,0,1
320,6844,Arts,94.48234980589952,15,7,50.274597491978334,46.64742903256786,0,0
321,1276,Business,12.630113988772797,15,6,57.5490249272618,49.82919524093818,0,0
322,8097,Science,8.911595825314066,10,9,82.13307042001885,63.52326508422617,1,1
323,2806,Programming,95.11056569954614,12,2,93.14385119812772,55.37401003296431,0,0
324,388,Business,73.81654987356454,18,8,91.18932113408196,13.135723986484129,1,1
325,4864,Business,24.58797892065307,17,10,93.13254709392152,1.175651992717608,1,1
326,180,Programming,50.13321742456333,2,3,82.23159267557492,36.01804882530869,1,0
327,2921,Arts,84.85419150351927,10,5,59.770483032680495,90.84748660637425,0,1
328,6197,Programming,48.17183757767177,11,4,77.6050422205115,22.91555067173532,0,1
329,8746,Arts,82.39610767585665,9,0,95.42099810904244,98.89651268464542,0,0
330,6502,Programming,97.25372037242936,4,0,81.12510898912635,69.21760348559155,0,0
331,899,Programming,42.0698381798579,0,8,76.98472221645974,89.44034693509627,1,1
332,849,Programming,84.33906219385307,16,8,53.65593642568698,16.429475899142997,0,0
333,5028,Business,32.233431441740166,16,9,81.33947704232978,71.55269386946938,1,1
334,2929,Health,62.13817400775223,20,7,67.83036890017664,10.441421412980922,0,0
335,2581,Programming,77.07831177074925,20,6,51.33346020099116,91.78897556049724,1,1
336,3122,Arts,48.91985508255699,9,3,61.42152513080815,26.46980233043521,1,0
337,7812,Programming,76.31936550385407,0,9,67.50921915957028,9.35509826226042,1,0
338,2159,Business,76.81264497885671,7,10,69.24602722804568,13.083402100775457,1,0
339,3804,Science,93.81507268919871,5,2,54.02666286530141,48.3803128764863,0,0
340,2457,Science,39.16157303527381,4,3,95.4021718241047,71.24572423244332,1,0
341,5171,Science,66.52985528563471,7,5,85.4731151936458,73.79874356160046,0,1
342,4218,Science,2.085401660022792,19,8,50.16812535804463,22.63684044305243,1,0
